"Date of Case",Reference,"Notification From","Country Origin",Product,"Product Category","Hazard Substance","Hazard Category"
"Aug 31, 2021","2021.4619",Netherlands,Indonesia,NUTMEG,"Herbs and spices","Ochratoxin A - mycotoxins",Mycotoxins
"Aug 31, 2021","2021.4618",Netherlands,"United States",Peanuts,"Nuts, nut products and seeds","Aflatoxin B1 - mycotoxins",Mycotoxins
"Aug 31, 2021","2021.4617",Netherlands,Nicaragua,Peanuts,"Nuts, nut products and seeds","Aflatoxin B1 - mycotoxins; Aflatoxin total - mycotoxins","Mycotoxins; Mycotoxins"
"Aug 30, 2021","2021.4616",Iceland,,"Food supplement with omega3, vitamin D and calcium","Dietetic foods, food supplements and fortified foods",,
"Aug 30, 2021","2021.4615",Poland,Poland,"Chicken breast fillet - single","Poultry meat and poultry meat products","Salmonella spp. - pathogenic micro-organisms","Pathogenic micro-organisms"
"Aug 30, 2021","2021.4613",France,France,"Fromage au lait cru","Milk and milk products","Salmonella - pathogenic micro-organisms","Pathogenic micro-organisms"
"Aug 30, 2021","2021.4611",Germany,"India; Poland","Calcium Carbonate, ""Calcipur DC 90S - BAX""","Food additives and flavourings","2-chloroethanol - pesticide residues","Pesticide residues"
"Aug 30, 2021","2021.4608",Germany,"Germany; India","Moringa leaf powder","Other food product / mixed","Ethylene oxide - pesticide residues","Pesticide residues"
"Aug 30, 2021","2021.4607",Germany,"Türkiye","Getrocknete Feigen - dried figs","Fruits and vegetables","Aflatoxin B1 - mycotoxins",Mycotoxins
"Aug 30, 2021","2021.4606",France,Poland,"Filets de poulet congelés","Poultry meat and poultry meat products","Salmonella Enteritidis - pathogenic micro-organisms","Pathogenic micro-organisms"
"Aug 30, 2021","2021.4604",Spain,Morocco,"Producto de la pesca fresco (Zeus faber)","Fish and products thereof",,
"Aug 30, 2021","2021.4603",Germany,"France; Germany; India","Phaseolus vulgaris /common bean extract","Food additives and flavourings",,
"Aug 30, 2021","2021.4602",Germany,Germany,"Organic UHT whole milk","Milk and milk products",,
"Aug 30, 2021","2021.4601",Belgium,Pakistan,Rice,"Cereals and bakery products","n/a","n/a"
"Aug 30, 2021","2021.4599",Greece,China,"Knife C-PLA, white, 16,6cm, reusable","Food contact materials",,
"Aug 30, 2021","2021.4598",Latvia,India,"Red hot chili powder","Herbs and spices",,
"Aug 30, 2021","2021.4597",Sweden,Sweden,"Almond paste","Nuts, nut products and seeds",,
"Aug 30, 2021","2021.4249",Belgium,Belgium,"Frozen pork meat","Meat and meat products (other than poultry)",,
"Aug 28, 2021","2021.4596",Poland,Poland,"Poultry meat","Poultry meat and poultry meat products","Salmonella Enteritidis - pathogenic micro-organisms","Pathogenic micro-organisms"
"Aug 27, 2021","2021.4595",Italy,Italy,"Taleggio - cheese","Milk and milk products",,
"Aug 27, 2021","2021.4594",Netherlands,Netherlands,Eggs,"Eggs and egg products",,
"Aug 27, 2021","2021.4592",Belgium,"Czech Republic; France; Luxembourg","Poppy seeds","Nuts, nut products and seeds","Chlorpyrifos-methyl - pesticide residues; Chlorpyrifos-methyl - pesticide residues","Pesticide residues; Pesticide residues"
"Aug 27, 2021","2021.4591",Denmark,Sweden,"Purple wheat flour","Cereals and bakery products",,
"Aug 27, 2021","2021.4589","Czech Republic",Poland,"Chilled chicken breast","Poultry meat and poultry meat products","Salmonella Newport - pathogenic micro-organisms","Pathogenic micro-organisms"
"Aug 27, 2021","2021.4588",Spain,Spain,EGGS,"Eggs and egg products",,
"Aug 27, 2021","2021.4587",Belgium,,"White broken rice","Cereals and bakery products","Aflatoxin B1 - mycotoxins",Mycotoxins
"Aug 27, 2021","2021.4586",Hungary,"Hungary; Italy","Carob seed flour","Meat and meat products (other than poultry)","n/a","n/a"
"Aug 27, 2021","2021.4585",France,Italy,Gorgonzola,"Milk and milk products","Listeria monocytogenes - pathogenic micro-organisms","Pathogenic micro-organisms"
"Aug 27, 2021","2021.4581",Spain,China,"BACALAO // COD","Fish and products thereof",,
"Aug 27, 2021","2021.4580",Italy,"United States","Shelled pistachos","Fruits and vegetables","Aflatoxin total - mycotoxins",Mycotoxins
"Aug 27, 2021","2021.4579",Hungary,"Türkiye",Biscuit,"Cereals and bakery products","Acrylamide - high level of - industrial contaminants","Industrial contaminants"
"Aug 27, 2021","2021.4575",Italy,,"Spicy chilli filled with tuna and capers","Other food product / mixed","Celery - undeclared - allergens; Soya - undeclared - allergens","Allergens; Allergens"
"Aug 26, 2021","2021.4573",Netherlands,Vietnam,"Bitter half cut melons","Fruits and vegetables","n/a; Profenofos - unauthorised substance - pesticide residues","n/a; Pesticide residues"
"Aug 26, 2021","2021.4571",France,Poland,"FROZEN CHICKEN THIGHS","Poultry meat and poultry meat products","Salmonella Enteritidis - pathogenic micro-organisms","Pathogenic micro-organisms"
"Aug 26, 2021","2021.4569",Switzerland,Netherlands,"Dietary supplement","Dietetic foods, food supplements and fortified foods","Tadalafil - unauthorised substance - composition; Nortadalafil - unauthorized - composition","Composition; Composition"
"Aug 26, 2021","2021.4568",Belgium,"Belgium; India; Netherlands","Aroma Blood Orange","Food additives and flavourings","Ethylene oxide - pesticide residues; Ethylene oxide - pesticide residues; Ethylene oxide - pesticide residues","Pesticide residues; Pesticide residues; Pesticide residues"
"Aug 26, 2021","2021.4566",Italy,Poland,"Turkey fresh meat","Poultry meat and poultry meat products","Salmonella Stanleyville - pathogenic micro-organisms","Pathogenic micro-organisms"
"Aug 26, 2021","2021.4565",Germany,"Türkiye","Vine leaves in brine","Fruits and vegetables","Tebuconazole - pesticide residues; Tebuconazole - pesticide residues; Acetamiprid - pesticide residues; Azoxystrobin - pesticide residues; Boscalid - pesticide residues; Captan - pesticide residues; Cyprodinil - pesticide residues; Dimethomorph - pesticide residues; Dithiocarbamates - pesticide residues; Famoxadone - pesticide residues; Fluopyram - pesticide residues; Flutriafol - pesticide residues; Metalaxyl - pesticide residues; Metrafenone - pesticide residues; Pyrimethanil - pesticide residues; Boscalid - pesticide residues; Dithiocarbamates - pesticide residues; Fluopyram - pesticide residues; Metalaxyl - pesticide residues; Acetamiprid - pesticide residues; Azoxystrobin - pesticide residues; Boscalid - pesticide residues; Cypermethrin - pesticide residues; Cyprodinil - pesticide residues; Dimethomorph - pesticide residues; Dithiocarbamates - pesticide residues; Fluopyram - pesticide residues; Metalaxyl - pesticide residues; Penconazole - pesticide residues; Pyridaben - pesticide residues; Pyrimethanil - pesticide residues; Lambda-cyhalothrin - pesticide residues; Ametoctradin - pesticide residues; Zoxamide - pesticide residues","Pesticide residues; Pesticide residues; Pesticide residues; Pesticide residues; Pesticide residues; Pesticide residues; Pesticide residues; Pesticide residues; Pesticide residues; Pesticide residues; Pesticide residues; Pesticide residues; Pesticide residues; Pesticide residues; Pesticide residues; Pesticide residues; Pesticide residues; Pesticide residues; Pesticide residues; Pesticide residues; Pesticide residues; Pesticide residues; Pesticide residues; Pesticide residues; Pesticide residues; Pesticide residues; Pesticide residues; Pesticide residues; Pesticide residues; Pesticide residues; Pesticide residues; Pesticide residues; Pesticide residues; Pesticide residues"
"Aug 26, 2021","2021.4563",France,France,"Chicken meat","Poultry meat and poultry meat products","Salmonella typhimurium monophasic - pathogenic micro-organisms","Pathogenic micro-organisms"
"Aug 26, 2021","2021.4561",Estonia,China,"Bamboo cups","Food contact materials",,
"Aug 26, 2021","2021.4560",Slovenia,Austria,"Vegetarian sausage","Other food product / mixed","Ethylene oxide - pesticide residues","Pesticide residues"
"Aug 26, 2021","2021.4559",Poland,Spain,"Frozen hake","Fish and products thereof",,
"Aug 26, 2021","2021.4558",France,France,"FONDANT DE VEAU","Prepared dishes and snacks",,
"Aug 26, 2021","2021.4553",Germany,Brazil,"Black pepper","Herbs and spices","Salmonella Javiana - pathogenic micro-organisms; Salmonella Oranienburg - pathogenic micro-organisms","Pathogenic micro-organisms; Pathogenic micro-organisms"
"Aug 25, 2021","2021.4548",Germany,"China; Denmark; Germany; Norway","Xanthan Gum","Food additives and flavourings","Ethylene oxide - pesticide residues; Ethylene oxide - pesticide residues; Ethylene oxide - pesticide residues; Ethylene oxide - pesticide residues; Ethylene oxide - pesticide residues; Ethylene oxide - pesticide residues","Pesticide residues; Pesticide residues; Pesticide residues; Pesticide residues; Pesticide residues; Pesticide residues"
"Aug 25, 2021","2021.4547","Czech Republic","United Kingdom","Fried pork products","Meat and meat products (other than poultry)",,
"Aug 25, 2021","2021.4546",Spain,Spain,"HEAT-TREATED MEAT PRODUCTS (FRANKFURT BACON QUESO, MINI SALCHICHA/SAUSAGE FRANKFURT, SALCHICHA BACON QUESO y SALCHICHA FRANKFURT IND. 11 cm.)","Meat and meat products (other than poultry)","Ethylene oxide - pesticide residues; Ethylene oxide - pesticide residues; Ethylene oxide - pesticide residues","Pesticide residues; Pesticide residues; Pesticide residues"
"Aug 25, 2021","2021.4545",Poland,Poland,"Chicken meat","Poultry meat and poultry meat products","Salmonella infantis - pathogenic micro-organisms","Pathogenic micro-organisms"
"Aug 25, 2021","2021.4543",Greece,Tunisia,"Chilled seabream (Pagrus pagrus)","Fish and products thereof","Mercury - heavy metals","Heavy metals"
"Aug 25, 2021","2021.4542",France,France,"Turkey and pepper skewers","Poultry meat and poultry meat products","Salmonella enteritidis - pathogenic micro-organisms","Pathogenic micro-organisms"
"Aug 25, 2021","2021.4541",Netherlands,"Netherlands; United States","Validispert Melatonine en Sleepzz Melatonine","Dietetic foods, food supplements and fortified foods",,
"Aug 25, 2021","2021.4539",Spain,Malaysia,"ACEITE DE PALMA // PALM OIL","Fats and oils","3-monochlor-1,2-propanediol (3-MCPD) - industrial contaminants; Glycidyl esters - industrial contaminants; 3-monochlor-1,2-propanediol (3-MCPD) - industrial contaminants; Glycidyl esters - industrial contaminants","Industrial contaminants; Industrial contaminants; Industrial contaminants; Industrial contaminants"
"Aug 25, 2021","2021.4538",Poland,Ukraine,"Pork fat feed","Feed materials",,
"Aug 25, 2021","2021.4537",Poland,,"Post-extraction sunflower meal /poekstrakcyjna śruta słonecznikowa","Feed materials","Moulds - infested with - non-pathogenic micro-organisms","Non-pathogenic micro-organisms"
"Aug 25, 2021","2021.4536",Belgium,France,Stabilisators,"Food additives and flavourings","Ethylene oxide - pesticide residues; Ethylene oxide - pesticide residues; Ethylene oxide - pesticide residues","Pesticide residues; Pesticide residues; Pesticide residues"
"Aug 25, 2021","2021.4535",Spain,China,"VAJILLA // KITCHENWARE","Food contact materials","Primary aromatic amines - migration of - migration; Primary aromatic amines - migration of - migration","Migration; Migration"
"Aug 25, 2021","2021.4531",Netherlands,Bolivia,"GROUNDNUT KERNELS","Nuts, nut products and seeds","Aflatoxin B1 - mycotoxins",Mycotoxins
"Aug 25, 2021","2021.4530",Netherlands,India,"Groundnut Kernels","Nuts, nut products and seeds","Aflatoxin B1 - mycotoxins; Aflatoxin total - mycotoxins","Mycotoxins; Mycotoxins"
"Aug 25, 2021","2021.4529",Germany,Netherlands,"Cashew butter / peanut butter","Nuts, nut products and seeds",,
"Aug 25, 2021","2021.4527",Finland,Germany,"Rapeseed meal","Feed materials","Salmonella Tennessee - pathogenic micro-organisms","Pathogenic micro-organisms"
"Aug 25, 2021","2021.4526",Belgium,Ghana,"Capsicum frutescens (chili peper powder)","Herbs and spices","Orange II - unauthorised colour - composition",Composition
"Aug 24, 2021","2021.4523",Finland,Russia,"Soya bean meal","Feed materials","Salmonella spp. - pathogenic micro-organisms; Salmonella Yoruba - pathogenic micro-organisms","Pathogenic micro-organisms; Pathogenic micro-organisms"
"Aug 24, 2021","2021.4522",Germany,"Germany; Poland","Apple pomace","Feed materials","Dioxins - industrial contaminants; Dioxins - industrial contaminants","Industrial contaminants; Industrial contaminants"
"Aug 24, 2021","2021.4520",Poland,Ukraine,"Soya beans","Feed materials","Genetically modified - unlabelled - GMO / novel food","GMO / novel food"
"Aug 24, 2021","2021.4519",Finland,Germany,"Rapeseed meal","Feed materials","Salmonella spp. - pathogenic micro-organisms; Salmonella Tennessee - pathogenic micro-organisms","Pathogenic micro-organisms; Pathogenic micro-organisms"
"Aug 24, 2021","2021.4518",Malta,India,"Chilli from India","Herbs and spices",,
"Aug 24, 2021","2021.4517",Poland,China,"Products made of a mixture of bamboo fiber powder and melamine","Food contact materials",,
"Aug 24, 2021","2021.4516",Netherlands,Chile,"Fish fillets and other fish meat (salmo Salar), frozen, aquaculture","Fish and products thereof","Oxytetracycline - residue level above MRL for - residues of veterinary medicinal products","Residues of veterinary medicinal products"
"Aug 24, 2021","2021.4514",Germany,Germany,"Kalzium Kapseln 100% pflanzlich - Calcium capsules 100% vegetable","Dietetic foods, food supplements and fortified foods","Ethylene oxide - pesticide residues","Pesticide residues"
"Aug 24, 2021","2021.4513",Poland,Germany,"LASSIG 4Babes Bamboo mug Glama Lama corol 1310016736 ""- made of 45% bamboo, 34% corn fiber and 20% melamine","Food contact materials",,
"Aug 24, 2021","2021.4512",Estonia,China,"Mug to Go ""Tropic"" 350ml","Food contact materials",,
"Aug 24, 2021","2021.4511",Poland,China,"Products made of a mixture of bamboo fiber powder, corn powder and melamine","Food contact materials",,
"Aug 24, 2021","2021.4509",Poland,Japan,"Food suplement","Dietetic foods, food supplements and fortified foods","Sildenafil - composition",Composition
"Aug 24, 2021","2021.4508",Germany,Germany,"Rapeseed meal","Feed materials","Salmonella spp - pathogenic micro-organisms; Salmonella spp - pathogenic micro-organisms","Pathogenic micro-organisms; Pathogenic micro-organisms"
"Aug 23, 2021","2021.4504",Sweden,Sweden,"Chicken lasagna // Kycklinglasagne","Prepared dishes and snacks",,
"Aug 23, 2021","2021.4503",France,Lithuania,"Smoked salmon","Fish and products thereof","Listeria monocytogenes - pathogenic micro-organisms","Pathogenic micro-organisms"
"Aug 23, 2021","2021.4502",Denmark,Germany,"Mayomil E20","Fish and products thereof","Ethylene oxide - pesticide residues","Pesticide residues"
"Aug 23, 2021","2021.4501",Spain,Hungary,"Honeycomb honey","Honey and royal jelly","Veterinary drug residues - residues of veterinary medicinal products","Residues of veterinary medicinal products"
"Aug 23, 2021","2021.4500",Slovenia,"Türkiye","Organic brown lentils","Fruits and vegetables","Insects - infested with - foreign bodies","Foreign bodies"
"Aug 23, 2021","2021.4495",Denmark,Morocco,Oranges,"Fruits and vegetables","n/a","n/a"
"Aug 23, 2021","2021.4494",Belgium,France,Infusion,"Herbs and spices","Ethylene oxide - pesticide residues","Pesticide residues"
"Aug 23, 2021","2021.4493",Spain,Mauritania,"Productos de la pesca, crustáceos: Glyphus marsupialis // Fishery products, crustaceans: Glyphus marsupialis","Crustaceans and products thereof","E220- sulfur dioxide - too high content of - food additives and flavourings","Food additives and flavourings"
"Aug 23, 2021","2021.4487",Spain,Spain,"Lomo curado / Cured loin","Meat and meat products (other than poultry)","Lactoprotein - allergens",Allergens
"Aug 23, 2021","2021.4486",Italy,Tunisia,"Seabream (Pagrus pagrus)","Fish and products thereof","Mercury - heavy metals","Heavy metals"
"Aug 20, 2021","2021.4484",Netherlands,"Netherlands; Poland","Chicken Wings","Poultry meat and poultry meat products","Salmonella enteritidis - pathogenic micro-organisms; Salmonella infantis - pathogenic micro-organisms; Salmonella enteritidis - pathogenic micro-organisms","Pathogenic micro-organisms; Pathogenic micro-organisms; Pathogenic micro-organisms"
